# SCE Subscribers @2019-10-09T19:19:48Z
# CSV line format: subscriber-id, domain, mappings, package-id
bc140167e2b0,,78.29.163.111,1100
bc1401681a90,,78.29.174.212,1100
84948c0f30d0,,78.29.182.229,1100
0c473d10bd50,,78.29.182.252,1100
bc14019c5df0,,78.29.138.22,1100
84948c068060,,78.29.142.253,1100
2ca17d7161df,,128.65.240.158,1100
00fc8dbef4e0,,78.29.180.159,1100
7c26343d5244,,78.29.186.240,1100
bc4dfb508800,,78.29.153.208,1200
84948cf779f0,,128.65.239.139,1100
84948cf82780,,128.65.241.191,1200
84948cf75180,,78.29.142.174,1100
bc1401ae8c30,,78.29.145.166,1200
00265b19cdd0,,78.29.148.241,1100
a84e3f296120,,78.29.152.18,1100
68b6fc5c2fe0,,128.65.240.183,1100
2ca17d57c1a5,,128.65.248.160,1100
0c473d113a80,,78.29.167.162,1200
0c473d15bdd0,,78.29.186.130,1100
00fc8d6a4b50,,78.29.158.18,1100
84948ca075c0,,81.20.248.213,1200
788df7057700,,128.65.243.129,1100
0c473d118ae0,,78.29.171.238,1100
1cabc0eef3e0,,78.29.183.254,1100
0005ca849c90,,78.29.133.61,1010
00fc8d6c5450,,78.29.157.236,1100
f0f249585700,,128.65.241.192,1100
84948c0b9780,,78.29.188.231,1200
bc1401c8d9f0,,78.29.155.148,1100
0c473d106f70,,128.65.225.75,1100
f0f24999a030,,78.29.169.2,1100
00fc8dbd3060,,78.29.189.117,1100
2ca17d6418a5,,78.29.128.84,1200
2ca17d6a4839,,78.29.140.163,1200
0c473d117200,,81.20.254.99,1100
1cabc0eeb600,,81.20.255.29,1100
a84e3f2e9d90,,128.65.235.205,1200
a84e3f1bd720,,78.29.161.52,1200
bc14019c85e0,,78.29.161.193,1100
bc140167e360,,78.29.178.229,1200
0005ca950520,,81.20.248.224,1100
2ca17d51340f,,128.65.235.135,1100
00fc8dbb8f60,,78.29.176.10,1100
2ca17d5e0ef7,,78.29.140.244,1100
a84e3f3455e0,,78.29.147.28,1100
0c473d133a00,,78.29.151.174,1030
2ca17d5dfdbd,,78.29.184.255,1100
8c5bf07cc6c0,,78.29.136.95,1200
84948c0ed380,,81.20.244.60,1030
84948caadfa0,,81.20.245.6,1100
84948cf952a0,,128.65.228.113,1100
84948cf736b0,,128.65.238.8,1100
1cabc0206110,,78.29.171.203,1060
1cabc0cf8810,,78.29.180.85,1100
0c473d157eb0,,78.29.152.30,1100
f0f2494d3bc0,,81.20.248.236,1100
2ca17d53b009,,81.20.249.32,1100
a84e3f342d90,,81.20.253.32,1200
84948ca98db0,,78.29.165.200,1100
1cabc0d71c70,,78.29.179.49,1100
2ca17d53d127,,78.29.153.163,1100
0005ca94fd00,,128.65.232.7,1100
00fc8d65ffc0,,78.29.162.146,1100
a84e3f355730,,78.29.186.53,1100
1cabc0cb4b10,,78.29.151.245,1100
2ca17d6e28c1,,81.20.244.228,1200
1cabc0dae500,,128.65.226.188,1200
84948c0370d0,,78.29.162.1,1100
0c473d0b2830,,78.29.173.111,1010
2ca17d71ca01,,78.29.180.82,1100
0005cab03fc0,,78.29.150.122,1100
8c5bf076ba0c,,78.29.161.113,1200
2ca17d64598b,,78.29.179.93,1100
84948cf73420,,78.29.138.149,1100
1cabc0d803a0,,78.29.153.190,1100
4434a705eceb,,78.29.130.109,1030
84948ced3c20,,78.29.150.82,1030
0c473d0bfa20,,81.20.247.229,1200
00fc8dbef9c0,,81.20.255.63,1100
1cabc0d80ec0,,128.65.228.136,1100
00fc8d6a8a20,,128.65.238.51,1100
a84e3f30ae30,,78.29.177.192,1100
0c473d10c810,,78.29.179.129,1100
a84e3f1be7f0,,128.65.252.137,1120
f0f2499a8580,,128.65.253.103,1100
84948ca3bda0,,78.29.137.56,1100
7c26343c757c,,78.29.144.15,69
2ca17d57f7db,,81.20.248.58,1100
a84e3f312540,,128.65.247.60,1100
84948c050530,,78.29.172.173,1100
00265b5864d0,,78.29.129.140,1100
0c473d15aae0,,78.29.158.213,1200
a84e3f3340c0,,78.29.128.82,1100
0c473d107140,,78.29.135.61,1100
84948cf04160,,81.20.249.83,1100
0c473d10eaf0,,128.65.233.21,1120
f0f249595cb0,,128.65.250.184,1030
00265b2f8d20,,78.29.167.83,1100
bc1401a62340,,78.29.177.241,1100
2ca17d67abe7,,78.29.178.120,1200
7cdb984101c3,,78.29.151.82,1400
84948cf7e960,,78.29.151.196,1100
a84e3f288d90,,78.29.136.237,1020
bc4dfb502400,,128.65.240.233,1100
bc140105bc50,,128.65.246.212,1100
00fc8dbf08e0,,78.29.160.227,1100
0005caa71b10,,78.29.168.86,1100
4434a7097241,,78.29.172.58,1100
84948c666310,,78.29.188.114,1100
a84e3f2b1100,,81.20.247.135,1100
2ca17d5e05d3,,81.20.249.141,1100
0c473d0cab90,,128.65.224.156,1100
84948cf94240,,78.29.171.168,1100
a84e3f1967d0,,78.29.176.174,1100
84948cec6610,,78.29.146.16,1100
0c473d10bfb0,,128.65.231.17,1100
bc14019c87b0,,78.29.165.144,1030
0c473d1602b0,,78.29.191.135,1100
0c473d160680,,78.29.142.55,1030
bc4dfb512430,,78.29.152.237,1100
68b6fc5bdbb0,,128.65.247.29,1100
f0f249c48110,,78.29.169.209,1200
00fc8d6bcfc0,,78.29.189.126,1200
bc1401b03340,,78.29.140.34,1100
2ca17d5dd4d1,,78.29.158.34,1200
2ca17d5931a9,,78.29.158.173,1100
2c1db88e84f0,,81.20.251.111,1010
0c473d110820,,81.20.254.40,1100
0c473d0ca490,,128.65.245.145,1100
bc4dfb5008b0,,128.65.246.250,1200
84948caa9d80,,78.29.153.72,1100
2ca17d716293,,78.29.155.216,1200
f0f2494b9380,,78.29.161.72,1100
f0f249597730,,78.29.152.4,1100
84948c68c5a0,,81.20.251.82,1100
a84e3f2865b0,,128.65.245.225,1200
84948caba420,,78.29.162.126,1100
0005ca632a10,,78.29.172.228,1100
84948c68cb90,,78.29.175.141,1100
84948c7cd760,,78.29.186.37,1100
84948c669ab0,,78.29.156.123,1200
68b6fc8f36c0,,128.65.228.98,1100
0005ca832500,,128.65.228.222,1100
2ca17d693637,,78.29.174.75,1200
84948cf9c650,,78.29.176.70,1100
788df7064110,,78.29.185.135,1100
68b6fcb3aaa0,,78.29.131.83,1100
2ca17d6341b3,,78.29.148.222,1200
00189b8a1381,,78.29.155.39,1010
0005ca932330,,81.20.247.186,1100
0005ca8f8b40,,128.65.226.196,1100
00fc8d698650,,128.65.237.252,1200
f0f2491a7f40,,78.29.171.94,1100
2c1db88e0b5e,,78.29.184.203,1200
84948c6607e0,,78.29.138.89,1100
0005ca831980,,78.29.137.89,1100
00fc8d6e27b0,,78.29.145.145,1100
2ca17d590269,,128.65.229.165,1100
84948ca8f950,,128.65.239.124,1100
a84e3f315ca0,,128.65.242.199,1100
8c5bf07be392,,78.29.169.194,1200
bc1401677700,,78.29.170.64,1100
1cabc0dddb70,,78.29.130.208,1100
bc14011caf00,,78.29.152.162,1200
2ca17d53d26b,,128.65.245.67,1100
84948c7c56d0,,78.29.170.225,1100
2ca17d71a77b,,78.29.177.113,1100
00265b1a6660,,78.29.136.220,1100
84948c7cac90,,78.29.140.55,1100
1cabc0d801c0,,78.29.142.106,1100
8c5bf07c60cc,,78.29.138.201,1200
84948c04b1b0,,78.29.154.189,1100
0c473d136200,,128.65.234.68,1100
f0f249c3dc00,,78.29.164.58,1100
2ca17d6b81e3,,78.29.187.197,1100
e8825baf2489,,78.29.191.63,1200
0c473d0b3c50,,78.29.128.48,1100
f0f24998b380,,78.29.131.16,1200
788df7061f90,,128.65.225.243,1120
bc4dfb50bca0,,128.65.228.121,1200
2ca17d702469,,128.65.245.120,1100
84948ca6db70,,78.29.165.97,1100
4434a72ce84e,,78.29.133.36,1200
bc14019e9150,,78.29.138.207,1100
84948c02fc80,,78.29.156.74,1100
a84e3f33ff40,,128.65.228.194,1200
bc1401a06130,,128.65.240.182,1100
bc4dfb502b20,,128.65.242.9,1100
bc4dfb513480,,128.65.245.132,1200
2ca17d5b203d,,78.29.160.166,1200
a84e3f2e8b60,,78.29.128.126,1100
84948cf08680,,78.29.166.100,1100
2ca17d57e485,,78.29.172.15,1100
a84e3f1af010,,81.20.244.9,1200
a84e3f1bd6a0,,128.65.226.102,1200
bc14019fafe0,,128.65.244.161,1200
bc1401af15f0,,128.65.248.58,1100
a84e3f3350a0,,128.65.248.218,1120
0c473d1583a0,,78.29.163.249,1100
bc1401668c60,,78.29.179.220,1100
bc1401a03de0,,78.29.133.110,1200
f0f249c87e60,,78.29.139.58,1100
2ca17d735f37,,78.29.155.76,1100
4434a70953e1,,78.29.137.13,1200
84948c9f3c40,,81.20.249.240,1100
00265bf78eb0,,81.20.251.54,1100
a84e3f34c120,,128.65.227.18,1100
788df704d9b0,,128.65.228.34,1200
f0f24959d500,,128.65.229.26,1100
0c473d161ec0,,78.29.132.90,1100
2ca17d53639b,,128.65.242.65,1200
8c5bf080f566,,128.65.244.3,1200
0005ca92a280,,78.29.168.148,1100
0c473d112870,,78.29.176.55,1100
001e69f0dae9,,78.29.190.100,1010
bc1401680a10,,78.29.151.249,1030
84948c640970,,81.20.250.31,1120
1cabc0d06740,,128.65.235.87,1200
2ca17d512593,,78.29.138.156,1100
f0f2494b9040,,78.29.151.113,1100
bc1401a79470,,128.65.243.2,1100
68b6fcea9870,,78.29.172.96,1200
84948c0681d0,,78.29.132.13,1100
1cabc0dd4d60,,128.65.226.192,1100
1cb04491d1d6,,128.65.227.186,1400
84948cf75460,,78.29.168.81,1100
84948c033800,,78.29.134.218,1200
f0f249577510,,78.29.138.2,1100
a84e3f357b50,,78.29.156.192,1100
68b6fcea9540,,128.65.229.243,1100
00fc8dbee8f0,,128.65.244.197,1060
788df705ab40,,78.29.186.255,1100
4434a708f3c3,,78.29.135.240,1100
00fc8dbeef70,,78.29.152.231,1100
f0f24999a340,,78.29.156.208,1100
84948c6a28e0,,78.29.152.14,1100
84948cf53bd0,,128.65.225.128,1100
84948c66c510,,128.65.244.150,1100
84948cf53e90,,78.29.188.102,1100
bc14019e8340,,78.29.128.17,1100
1cabc0d78d50,,78.29.139.244,1010
1cabc01f30d0,,78.29.148.252,1100
0005ca894230,,128.65.225.152,1100
f0f2499a7470,,78.29.176.237,1100
0005caa7a3c0,,78.29.130.88,1100
2ca17d513541,,78.29.152.58,1100
bc140105d8c0,,78.29.175.227,1030
2ca17d639e5f,,78.29.138.91,1100
2ca17d64644d,,81.20.246.34,1100
68b6fcb2b2d0,,81.20.253.27,1100
0005cabd8010,,128.65.226.212,1100
bc140105fe60,,128.65.248.188,1100
a84e3f2a0bb0,,78.29.160.141,1200
7c26343a6c9c,,78.29.169.129,1100
a84e3f2857a0,,78.29.148.49,1200
f0f24959ba90,,78.29.158.206,1100
2ca17d6a40c5,,128.65.233.213,1100
bc14019db2b0,,128.65.255.94,1100
4434a72ce6f8,,78.29.173.168,1100
bc4dfb500ec0,,78.29.186.9,1100
84948c067210,,78.29.137.232,1200
1cabc0da4e50,,78.29.156.146,1100
0c473d11b2e0,,81.20.244.85,1100
84948cab6ee0,,81.20.250.212,1100
0c473d166360,,128.65.230.30,1100
0005caa76320,,128.65.244.105,1100
1cabc0d81ce0,,78.29.143.118,1100
bc4dfb508660,,78.29.140.154,1100
bc14019d6b10,,78.29.143.201,1100
00fc8d6d5c80,,128.65.242.235,1200
84948cab4bb0,,78.29.164.188,1200
f0f249c62270,,78.29.187.41,1120
8c5bf07d6e2a,,78.29.133.30,1100
0c473d12a320,,78.29.136.25,1100
68b6fc631840,,78.29.136.112,1100
2ca17d53d4bd,,78.29.156.21,1200
bc14019e5bb0,,81.20.253.230,1100
1cabc0cd5410,,78.29.164.57,1200
2ca17d5dfd3f,,78.29.177.214,1100
a84e3f300640,,78.29.161.183,1100
e8825baf0d31,,78.29.132.195,1100
0005cabf06f0,,78.29.140.110,1100
1cabc0cd4220,,78.29.147.42,1100
1cabc0cbc690,,78.29.164.211,1100
bc1401083800,,78.29.142.19,1100
1cb044926f92,,81.20.244.174,1400
00265bf5d5c0,,128.65.237.171,1100
2ca17d57ea25,,128.65.244.108,1200
2ca17d6b861b,,128.65.246.227;128.65.247.46,1200
a84e3f199530,,128.65.247.125,1100
1cabc0cf8220,,128.65.255.71,1100
84948c0f0760,,78.29.146.56,1100
7c26343d6726,,78.29.149.205,1200
a84e3f3160e0,,81.20.255.137,1030
bc1401c92b70,,128.65.230.216,1100
00fc8d6af7a0,,128.65.238.71,1200
f0f249c4d050,,128.65.239.179,1100
84948c0f3300,,78.29.163.202,1100
00265b8a72a0,,78.29.132.234,1100
84948cf77a30,,81.20.254.189,1200
f0f249c50250,,128.65.224.134,1100
7c26343ac1f8,,128.65.238.141,1100
68b6fc8e2d20,,78.29.173.24,1100
68b6fc8e0920,,78.29.128.175,1100
00fc8dbd2280,,78.29.137.249,1100
84948cec4100,,128.65.235.113,1100
0c473d10d8c0,,78.29.174.37,1100
a84e3f1bf730,,78.29.188.203,1100
84948c05a3c0,,78.29.191.159,1100
bc4dfb3ecf30,,78.29.149.89,1100
e8825baea191,,78.29.151.13,1200
0c473d1551f0,,78.29.145.194,1200
84948c039880,,78.29.147.82,1100
bc4dfb508830,,81.20.245.252;78.29.182.152,1030
bc1401af1560,,81.20.255.58,1100
bc14019e1700,,128.65.224.51,1100
68b6fc617f40,,128.65.225.189,1100
7c26343a2bec,,78.29.174.86,1100
a84e3f33c370,,78.29.143.58,1100
0c473d0b2fb0,,78.29.152.73,1100
a84e3f2e9fd0,,78.29.158.185,1100
788df7051c40,,78.29.159.215,1100
68b6fceb96a0,,128.65.250.32,1100
84948cabbc90,,78.29.179.165,1100
bc1401670e60,,81.20.245.131,1100
84948cf20b80,,81.20.246.52,1200
a84e3f286e30,,128.65.225.73,1100
1cabc0d78f50,,128.65.236.224,1100
2ca17d6dc1f5,,128.65.246.122,1100
bc1401a2ddf0,,128.65.248.173,1200
2ca17d67cac5,,78.29.139.209,1200
84948c096b90,,128.65.225.197,1100
68b6fc7ffe00,,128.65.250.6,1200
84948cf3f0a0,,78.29.186.119,1100
0c473d10c390,,78.29.158.240,1100
a84e3f355160,,128.65.238.147,1100
4434a72cd7a4,,128.65.248.139,1200
2ca17d565399,,78.29.163.28,1200
a84e3f1baec0,,78.29.184.49,1200
0c473d0aeef0,,78.29.134.89,1200
0c473d127650,,78.29.156.235,1100
68b6fc8539c0,,78.29.149.183,1100
68b6fc8f7840,,78.29.159.214,1010
4434a72b426e,,128.65.226.250,1200
84948c65cda0,,128.65.230.224,1100
1cabc020a9b0,,128.65.247.113,1100
788df705c830,,78.29.179.200,1100
0005caac2ba0,,78.29.180.51,1100
00265b01ad50,,78.29.148.125,1200
68b6fceb3c10,,78.29.140.231,1100
84948ced3e70,,128.65.226.94,1100
f0f2494cfa40,,128.65.232.64,1100
2ca17d634159,,128.65.242.234,1200
68b6fc300fd0,,128.65.246.68,1100
2ca17d6b8bdf,,128.65.246.119,1100
68b6fc5b8d50,,78.29.162.46,1030
00fc8d6d8a10,,78.29.146.205,1100
0005ca939070,,78.29.149.108,1100
7c26343d876c,,128.65.226.151,1200
00265b8ed640,,78.29.173.120,1100
84948cab0a60,,78.29.183.220,1100
f0f249c61c90,,78.29.184.239,1120
2ca17d64de81,,78.29.136.76,1200
8c5bf076cd08,,78.29.143.15,1200
68b6fc619530,,78.29.178.190,1100
bc4dfb5022d0,,78.29.128.229,1200
bc14019fbb10,,81.20.244.22,1100
00fc8d6a4200,,81.20.252.96,1030
0c473d10df90,,128.65.235.133,1100
2ca17d644a5b,,128.65.247.107,1100
84948c101c80,,128.65.250.165,1100
0c473d1531c0,,78.29.162.110,1200
00fc8d6dc090,,78.29.142.26,1100
00fc8dbee660,,78.29.153.77,1100
f0f2499976d0,,78.29.174.140,1100
0005caa84410,,78.29.175.135,1100
84948cf3e950,,78.29.189.131,1100
00fc8dbc84e0,,78.29.141.68,1200
1cabc0d81720,,78.29.159.142,1100
f0f2494b9370,,81.20.245.19,1100
bc1401743cf0,,81.20.254.222,1200
bc14016611d0,,128.65.230.108,1100
84948cf47350,,78.29.172.208,1100
7cdb984102b3,,78.29.131.17,1400
a84e3f2a5960,,78.29.141.230,1100
84948cf71220,,78.29.166.104,1060
84948c68c620,,78.29.187.193,1100
f0f2494d16d0,,81.20.250.87,1200
84948cf7cee0,,128.65.227.135,1100
0c473d0a75c0,,128.65.232.232,1100
0005ca94b440,,128.65.233.122,1100
2ca17d6ee837,,128.65.253.200,1100
1cabc0cc88c0,,128.65.255.147,1100
00265b173d50,,78.29.132.155,1100
a84e3f2e9c30,,78.29.144.45,1100
788df7075a40,,78.29.159.180,1100
a84e3f33f8e0,,78.29.188.64,1200
f0f2491a53a0,,78.29.152.175,1010
2ca17d57e623,,81.20.254.17,1100
a84e3f2c7d10,,128.65.239.149,1100
7c26343d44d6,,128.65.248.69,1200
8c5bf0787486,,128.65.248.179,1100
0c473d159390,,128.65.252.108,1100
68b6fc8e9990,,78.29.184.12,1100
0c473d162460,,81.20.253.23,1100
00fc8dbefec0,,78.29.165.90,1100
68b6fc6159d0,,78.29.175.192,1100
bc1401a61bc0,,78.29.151.81,1100
68b6fc5c12e0,,78.29.158.106,1200
00fc8d6ba4d0,,81.20.250.205,1100
f0f249c9cb70,,128.65.225.199,1100
788df706a670,,128.65.232.209,1100
bc4dfb500fe0,,78.29.166.150,1100
0c473d0c8f10,,78.29.172.69,1100
1cabc0d7bee0,,128.65.227.39,1200
00fc8d69db10,,128.65.254.141,1100
84948cac2da0,,78.29.175.180,1100
84948cf1b420,,78.29.148.183,1100
bc4dfb512c60,,78.29.169.227,1100
84948cf866f0,,78.29.172.145,1100
1cabc0204450,,81.20.246.211,1100
0005caac9f60,,81.20.248.184,1100
0c473d1614a0,,81.20.252.210,1010
8c5bf07bd8e2,,128.65.226.218,1200
2ca17d69c691,,128.65.229.204,1100
84948c7cef10,,78.29.162.87,1200
bc4dfb50cbc0,,78.29.177.3,1100
2ca17d73bbbf,,78.29.191.221,1200
68b6fc801900,,81.20.246.154,1100
1cabc0ef04f0,,81.20.253.153,1100
84948ca67b60,,128.65.236.222,1100
0c473d0a95b0,,78.29.164.176,1100
bc1401a51ef0,,78.29.164.213,1100
1cabc0205830,,81.20.248.194,1100
bc1401b27790,,78.29.160.121,1200
bc1401a87a80,,78.29.184.222,1100
1cabc0df3540,,78.29.187.73,1200
bc14019eb880,,78.29.129.237,1200
84948ca68e20,,78.29.155.92,1100
0c473d0ca320,,78.29.130.244,1100
84948ca4b010,,78.29.133.185,1200
00265bf5d890,,128.65.230.73,1100
84948c0529d0,,128.65.231.62,1100
2ca17d5ad8a9,,128.65.235.156,1200
1cabc0cc33b0,,78.29.187.221,1100
0005caaccd40,,78.29.190.16,1100
4434a72cdf72,,78.29.190.58,1200
0c473d1178f0,,78.29.146.138,1100
00265b2b9380,,81.20.251.88,1010
a84e3f2e60a0,,128.65.231.223,1100
bc4dfb514e20,,128.65.233.79,1200
2ca17d5ac2ef,,78.29.173.230,1100
68b6fcecf2c0,,78.29.177.4,1100
f0f249ca4af0,,78.29.139.162,1100
84948c041eb0,,78.29.128.226,1030
a84e3f2d7ca0,,78.29.135.104,1100
1cabc0cd3fe0,,81.20.245.214,1100
1cb044921042,,81.20.253.139,1400
84948c66fcb0,,128.65.236.168,1100
bc1401088130,,128.65.247.246,1100
a84e3f2c7d30,,78.29.162.167,1100
f0f2494fe310,,78.29.184.142,1200
0c473d109db0,,81.20.248.19,1200
bc4dfb501ae0,,81.20.251.17,1100
4434a72b3ff8,,128.65.242.194,1100
7c26343a7dd6,,78.29.170.246,1100
84948c05e6a0,,78.29.179.212,1100
8c5bf080b090,,78.29.143.11,1100
0005caab8860,,128.65.233.114,1100
84948c9f4c80,,128.65.255.63,1030
84948c0b7dc0,,78.29.170.62,1100
a84e3f288660,,78.29.128.224,1100
84948c052d90,,78.29.151.135,1100
f0f249c4fc50,,128.65.226.69,999
68b6fcea95a0,,78.29.164.108,1001
0005caac6270,,78.29.167.206,1100
a84e3f1a4420,,78.29.173.196,1200
bc140167f1d0,,78.29.182.73,1100
bc4dfb5117e0,,78.29.185.41,1100
2ca17d6a72d5,,78.29.154.27,1100
2ca17d6638cb,,78.29.155.18,1200
4434a72ce8a8,,78.29.159.61,1200
68b6fcec4870,,128.65.233.120,1100
84948cf8f490,,78.29.162.8,1100
0c473d0ac490,,78.29.131.121,1100
0005caa06900,,78.29.135.31,1100
0c473d1312d0,,78.29.136.199,1100
2ca17d53cf89,,78.29.138.164,1200
2c1db88e94b0,,81.20.255.39,1100
2ca17d69ee15,,128.65.234.139,1100
f0f249c84130,,128.65.239.212,1100
68b6fc5b89c0,,128.65.241.78,1100
1cabc0daae80,,128.65.244.89,1200
4434a72cebf6,,78.29.149.111,1200
68b6fc8ef9a0,,78.29.147.55,1100
1cabc0eef210,,128.65.228.221,1100
84948ca12930,,128.65.234.103,1100
2ca17d5ad5eb,,128.65.237.89,1200
7c26343a3534,,128.65.239.108,1100
00fc8d6b4540,,78.29.160.144,1100
0c473d118a90,,78.29.180.153,1100
0c473d0afac0,,81.20.253.114,1100
84948c03adc0,,78.29.161.191,1200
68b6fcec4f80,,78.29.166.153,1100
1cabc0cbbe80,,78.29.131.144,1100
00fc8d662420,,78.29.158.14,1100
1cabc0d81580,,78.29.141.21,1100
a84e3f3479e0,,81.20.245.154,1100
84948cf7e6c0,,128.65.229.152,1100
84948cac2920,,128.65.231.133,1100
bc4dfb506510,,128.65.239.16,1100
0c473d0c8df0,,78.29.134.63,1100
f0f249584260,,78.29.139.50,1120
84948c02f020,,78.29.144.194,1120
a84e3f1b9c10,,78.29.155.152,1100
f0f249c4cf00,,128.65.231.122,1100
2ca17d5dbe87,,128.65.250.109,1100
bc14010885f0,,78.29.180.14,1120
a84e3f332240,,78.29.191.84,1100
0005cabd51f0,,78.29.139.150,1100
00265b8f7420,,78.29.144.49,1100
bc14019f8f40,,78.29.156.9,1100
bc14016678b0,,78.29.191.41,1100
0005ca94f920,,78.29.147.214,1100
84948c0612d0,,128.65.224.113,1100
68b6fc301cf0,,128.65.241.140,1100
68b6fc2fbc60,,128.65.245.227,1100
2ca17d6bce63,,128.65.247.196,1200
2ca17d6ad2cf,,128.65.252.35,1200
1cabc0cd0d70,,128.65.253.255,1200
84948ca61f80,,128.65.237.0,1100
f0f2491a8740,,128.65.240.228,1100
0c473d0b2c80,,78.29.130.86,1100
84948cf35330,,78.29.132.89,1100
a84e3f35e080,,78.29.143.47,1100
f0f249c4fef0,,78.29.149.224,1100
0c473d109ba0,,78.29.154.6,1100
2ca17d64741f,,81.20.244.235,1100
2ca17d6dbeef,,81.20.245.128,1100
bc140165d550,,128.65.245.23,1100
bc4dfb506740,,128.65.255.235,1100
84948cf7e2a0,,78.29.164.56,1200
8c5bf076ba54,,78.29.128.228,1200
1cabc0d7bf30,,78.29.166.213,1100
bc14019dab40,,78.29.129.232,1100
1cabc0cb8b10,,78.29.149.34,1100
0005cabecab0,,78.29.153.6,1100
2ca17d631fbd,,128.65.232.74,1100
84948c06e990,,78.29.134.52,1100
a84e3f311530,,78.29.138.23,1030
a84e3f196c60,,81.20.255.231,1100
bc1401085530,,128.65.236.217,1100
1cabc0d78b10,,78.29.138.172,1100
a84e3f2e9d40,,78.29.173.148,1100
1cabc01f6a20,,78.29.145.198,1100
00fc8d6a5f50,,128.65.243.217,1100
84948cf30a80,,78.29.170.161,1100
84948c643d70,,78.29.182.139,1100
2ca17d68fa2b,,78.29.185.157,1100
0005ca8933c0,,78.29.141.151,1100
bc1401a89410,,78.29.159.80,1100
f0f2494c8ab0,,81.20.248.25,1100
4434a706b615,,78.29.175.222,1100
84948cf378a0,,78.29.177.218,1030
00265b8a3d90,,78.29.130.31,1100
bc4dfb501020,,78.29.161.9,1100
bc1401a56090,,78.29.162.176,1100
f0f249c3a5a0,,78.29.167.117,1100
bc14019da2e0,,78.29.184.160,1100
1cabc0cc3a80,,78.29.187.23,1100
0c473d109be0,,78.29.139.103,1100
001e695b8550,,78.29.172.62,1010
1cabc0d78ef0,,78.29.144.130,1100
bc4dfb3ec8a0,,81.20.253.197,1100
a84e3f337e70,,128.65.226.187,1100
68b6fc5c9190,,128.65.231.144,1100
1cabc01ef070,,128.65.241.170,1120
2ca17d5e9a53,,128.65.254.58,1200
1cabc0d717e0,,78.29.167.145,1100
0c473d154170,,78.29.147.220,1100
84948c7b8710,,78.29.153.111,1100
bc1401b26b90,,128.65.235.25,1100
a84e3f330fb0,,78.29.173.109,1100
00265b83a7d0,,78.29.133.55,1100
1cabc0d74a30,,78.29.134.93,1100
f0f2491a4fe0,,78.29.141.6,1100
68b6fc8eee10,,78.29.140.158,1100
84948cf08f50,,78.29.144.122,1030
1cabc0d0d810,,128.65.224.239,1200
a84e3f287cc0,,128.65.226.124,1100
bc14019bf370,,128.65.230.52,1100
84948ca66130,,78.29.164.44,1100
00fc8d6af530,,78.29.168.117,1100
84948c0ec210,,78.29.129.156,1100
2ca17d679435,,78.29.144.167,1200
84948c04b210,,78.29.152.16,1100
f0f24958cda0,,78.29.182.60,1100
1cb04492a25a,,128.65.242.34,1400
84948c033090,,128.65.243.124,1100
68b6fc8ea390,,78.29.170.168,1100
0005cab10ce0,,78.29.171.128,1100
788df7061970,,78.29.173.7,1100
bc4dfb501450,,78.29.174.180,1200
0005caaa3300,,81.20.249.170,1100
68b6fc8e3260,,128.65.227.180,1100
84948c9fe980,,128.65.252.3,1200
84948cf7d840,,78.29.129.151,1100
bc1401b25b10,,78.29.140.237,1100
bc1401a4b6c0,,78.29.153.188,1100
1cabc01ddff0,,78.29.169.8,1100
84948cf048e0,,78.29.136.60,1100
788df70667d0,,81.20.250.142,1100
84948c696320,,128.65.224.18,1100
4434a72ce992,,128.65.228.116,1200
bc14019b9f20,,128.65.228.158,1100
2ca17d53c06b,,128.65.228.169,1200
00265bd201d0,,128.65.230.63,1100
788df705ab60,,78.29.169.49,1100
2ca17d5d61ff,,78.29.136.88,1100
0c473d112450,,128.65.252.194,1100
a84e3f3151b0,,78.29.173.31,1200
a84e3f2b1e10,,81.20.245.137,1010
f0f24993c940,,81.20.245.190,1010
1cabc0cd24e0,,81.20.246.80,1200
2ca17d663f8b,,81.20.249.206,1100
00fc8dbb90a0,,81.20.250.108,1100
bc4dfb5073a0,,128.65.238.35,1100
2ca17d57b263,,78.29.185.221,1100
0c473d131110,,78.29.191.53,1100
8c5bf07bd732,,78.29.166.164,1100
84948cf05a50,,81.20.254.210,1100
f0f2494e6a20,,78.29.173.20,1100
84948cabe740,,78.29.186.157,1100
84948c65a190,,78.29.130.143,1030
84948cf80960,,78.29.135.71,1100
8c5bf076c210,,81.20.251.144,1120
00fc8d6a59c0,,78.29.176.87,1100
00fc8dbec130,,78.29.184.67,1100
7c26343a73a4,,78.29.188.15,1200
bc1401658020,,78.29.159.30,1200
bc4dfb547690,,78.29.129.100,1100
68b6fc303910,,128.65.224.67,1100
a84e3f1b5280,,128.65.252.203,1100
a84e3f287d30,,78.29.164.218,1100
bc1401ae93d0,,78.29.172.7,1100
84948caaa9d0,,78.29.173.33,1200
2ca17d5f210b,,78.29.178.133,1200
84948ca76880,,78.29.183.75,1100
a84e3f2c7f70,,78.29.129.125,1030
2ca17d633823,,128.65.244.202,1100
68b6fcea8f10,,128.65.253.7,1100
788df7066490,,78.29.160.182,1100
2ca17d69c7c3,,78.29.169.32,1100
4434a7061e23,,78.29.173.238,1200
84948c63d190,,78.29.176.46,1100
2ca17d6470bf,,81.20.245.86,1100
a84e3f341030,,128.65.230.4,1100
2ca17d64700b,,78.29.161.57,1200
a84e3f2ebd50,,78.29.175.213,1100
0005caa098f0,,78.29.128.65,1100
