# SCE Subscribers @2019-10-09T19:19:48Z
# CSV line format: subscriber-id, domain, mappings, package-id
2ca17d7141f3,,78.29.145.143,1200
84948cf9d0c0,,78.29.157.116,1100
84948c67a2c0,,81.20.250.188,1100
0c473d108a80,,128.65.229.151,1100
84948c051e20,,128.65.232.203,1100
f0f249c3e060,,78.29.160.67,1100
7c26343c893e,,78.29.128.195,1200
4434a708b0c1,,78.29.129.108,1200
a84e3f290b70,,78.29.130.101,1100
a84e3f2c75a0,,78.29.140.144,1100
00fc8dceabb0,,81.20.250.48,1100
bc14019f64e0,,81.20.253.120,1100
68b6fc5c8330,,128.65.230.65,1100
0005cab04d00,,128.65.236.108,1100
bc4dfb3f1a60,,128.65.236.226,1100
68b6fcea2620,,78.29.175.9,1100
00265bd23030,,78.29.141.193,1100
bc140105cd80,,128.65.254.208,1100
a84e3f286130,,78.29.165.78,1100
bc14019dee00,,78.29.186.202,1100
2ca17d58fc81,,78.29.128.28,1100
1cabc0ddd530,,78.29.153.234,1100
1cabc0cf8df0,,128.65.242.181,1120
7c26343cb0f8,,128.65.246.136,1200
bc1401a9a1b0,,78.29.171.117,1100
bc14019f4050,,78.29.171.221,1100
2ca17d68cc65,,78.29.173.46,1100
84948cabae10,,78.29.133.0,1100
00fc8d6e1440,,78.29.132.50,1100
2ca17d57d069,,78.29.153.170,1100
bc14019fbbc0,,81.20.248.120,1100
68b6fc8e0ec0,,81.20.251.150,1100
4434a7089fab,,128.65.235.214,1120
7cdb9840fa93,,128.65.244.127,1400
f0f2495892a0,,128.65.254.177,1100
84948c9f7450,,78.29.161.158,1100
84948c66c1d0,,78.29.157.78,1200
0c473d161940,,81.20.253.245,1100
68b6fc5c0950,,78.29.174.246,1100
00265bf74ac0,,78.29.189.218,1100
f0f249c547b0,,78.29.131.182,1100
0c473d158b40,,78.29.135.127,1100
788df707d5d0,,78.29.143.206,1100
84948cf9b910,,78.29.153.94,1100
f0f2495858d0,,81.20.248.177,1100
0c473d161780,,81.20.250.224,1100
84948c659530,,128.65.227.155,1100
bc4dfb5029a0,,128.65.247.105,1100
84948c69dfd0,,78.29.162.194,1100
f0f2494b9220,,78.29.170.29,1100
0c473d0c45d0,,78.29.133.196,1100
bc1401754ad0,,81.20.245.44,1100
1cabc0cd0e00,,81.20.249.114,1100
bc4dfb3ed2d0,,81.20.251.164,1100
1cabc0cb73f0,,78.29.163.120,1100
bc1401af66e0,,78.29.165.108,1100
bc4dfb50cc00,,78.29.187.32,1100
a84e3f289d10,,128.65.225.129,1100
84948cf08c90,,128.65.233.138,1030
84948cf779d0,,78.29.161.2,1200
a84e3f33e080,,78.29.172.196,1100
8c5bf076ce28,,78.29.172.248,1200
0005caaa7930,,78.29.146.41,1100
00265b0757f0,,78.29.174.115,1100
00fc8dc0afa0,,78.29.184.225,1200
84948c7aa460,,81.20.244.38,1100
1cabc0cd0e30,,81.20.254.226,1100
1cabc0dadf90,,128.65.227.72,1100
7cdb9840f917,,128.65.241.222,1200
1cabc0cd3f30,,78.29.165.238,1100
84948c658e10,,78.29.172.209,1100
00fc8d6be1e0,,78.29.153.100,1100
1cabc0ef0a90,,78.29.180.131,1001
84948c0f4880,,78.29.134.210,1010
a84e3f33ee10,,81.20.255.249,1100
7c26343b2300,,128.65.232.249,1100
2ca17d6a4e0f,,128.65.246.236,1100
0005ca889950,,78.29.163.133,1100
2ca17d512c0b,,78.29.168.240,1100
84948c069630,,78.29.176.253,1100
00265b7f6450,,78.29.154.232,1100
a84e3f356080,,81.20.244.197,1200
00265bbbb3d0,,78.29.129.39,1100
84948c0434b0,,78.29.148.100,1100
1cabc0cb4960,,78.29.152.8,1200
84948c093670,,78.29.157.19,1100
00265b580370,,78.29.183.250,1100
68b6fc5c4f70,,78.29.151.38,1100
84948cf8f220,,128.65.242.193,1100
84948cf477b0,,128.65.245.131,1100
bc4dfb505de0,,128.65.254.146,1200
00265b864510,,78.29.163.123,1100
bc1401c963d0,,78.29.175.72,1100
84948ca70050,,78.29.178.132,1100
bc140105d7d0,,78.29.139.182,1200
00fc8dbc7ec0,,78.29.145.57,1200
1cabc0eef2f0,,81.20.250.113,1100
84948c033080,,128.65.228.5,1100
f0f2499a4210,,128.65.229.211,1100
2ca17d6129fd,,128.65.240.41,1030
f0f2491a7c30,,78.29.172.68,1100
a84e3f35e0e0,,78.29.133.126,1100
84948c6a5cb0,,78.29.155.129,1100
1cabc0eef130,,78.29.130.216,1100
a84e3f2ddb20,,78.29.150.197,1200
00265bbacdd0,,128.65.231.101,1100
f0f2491a5700,,128.65.242.133,1100
bc4dfb3ec860,,78.29.161.25,1100
a84e3f355570,,78.29.164.43,1100
84948cedbd40,,78.29.169.3,1100
0c473d12adf0,,78.29.171.179,1100
f0f24997aa00,,78.29.152.253,1100
2ca17d6394e1,,128.65.233.86,1100
bc4dfb54bae0,,78.29.188.59,1200
0005ca8345e0,,78.29.144.209,1030
84948ca2c490,,78.29.150.202,1100
0c473d0c5c60,,78.29.156.98,1100
0005ca893e70,,128.65.255.62,1030
788df70663a0,,78.29.169.147,1200
0c473d161760,,81.20.251.234,1100
1cabc0cca9c0,,128.65.224.231,1100
68b6fcec17b0,,128.65.230.177,1100
f0f24999acc0,,128.65.240.62,1100
84948caae120,,128.65.246.230,1200
0c473d124bc0,,128.65.254.5,1100
2ca17d6acf15,,78.29.178.201,1100
84948c7ca650,,78.29.180.4,1100
2ca17d67c7f5,,78.29.190.25,1100
8c5bf076b7a8,,78.29.146.32,1200
0005caa0b310,,78.29.146.190,1100
84948c08f410,,81.20.253.45,1100
00265b31efa0,,128.65.244.81,1100
0c473d0aaf70,,78.29.137.21,1200
84948c095a50,,78.29.143.93,1100
84948c80b280,,78.29.189.53,1100
bc4dfb511450,,78.29.130.40,1030
0c473d114660,,81.20.245.207,1030
4434a72cdc48,,81.20.254.123,1100
bc1401a32960,,81.20.255.203,1200
a84e3f2ea7d0,,128.65.240.165,1100
a84e3f288da0,,128.65.244.90,1100
4434a706bdd1,,78.29.160.61,1100
7c26343a288c,,78.29.144.188,1200
788df7075650,,128.65.230.27,1100
4434a72cdabc,,128.65.248.176,1200
bc4dfb53e450,,78.29.167.184,1100
68b6fc5c2130,,78.29.176.181,1100
2ca17d640627,,78.29.133.197,1100
0005ca9068f0,,78.29.137.44,1100
0005ca8b3990,,78.29.188.169,1100
0c473d119cb0,,78.29.132.186,1100
bc14011edcb0,,78.29.150.61,1100
1cabc0cd13b0,,81.20.254.187,1100
f0f249cad070,,128.65.231.182,1100
1cabc0cf7f80,,128.65.241.163,1100
a84e3f2d7910,,78.29.182.17,1200
7cdb9840fd13,,78.29.149.122,1400
1cabc0ccb090,,78.29.136.154,1100
00265bbcf950,,128.65.229.134,1200
00fc8dc0a5c0,,128.65.253.32,1200
84948c657070,,128.65.253.119,1200
2ca17d73c9ab,,78.29.166.107,1100
84948ca034a0,,78.29.185.239,1100
0c473d114810,,78.29.132.194,1100
68b6fcecad20,,81.20.249.234,1200
f0f249c64f20,,128.65.253.116,1100
f0f2499a4da0,,78.29.182.208,1100
84948cf8f430,,78.29.139.137,1100
84948ca39860,,78.29.150.246,1100
00fc8d6c0fb0,,81.20.251.128,1200
84948ca13840,,78.29.160.199,1100
00fc8d6a4ed0,,78.29.166.255,1030
0005caaa7530,,78.29.174.16,1100
84948cf917b0,,78.29.180.39,1100
a84e3f345fd0,,78.29.137.46,1200
0005caa82990,,78.29.151.90,1100
0005ca8f0940,,128.65.254.164;78.29.179.126,1100
1cabc0cbb510,,78.29.173.114,1120
1cabc0dae370,,78.29.136.43,1100
f0f249573cd0,,78.29.155.138,1200
a84e3f1b3ee0,,78.29.156.77,1100
7c26343a5e32,,128.65.247.13,1200
68b6fc8ef380,,128.65.254.158,1100
1cabc0d7dc40,,78.29.145.157,1100
1cabc0dfae00,,81.20.254.172,1100
2ca17d67c3ab,,78.29.164.29,1200
f0f249c48960,,78.29.177.15,1100
bc4dfb4ff870,,78.29.182.106,1100
f0f24997a920,,78.29.140.44,1100
84948c6a5750,,78.29.159.98,1100
f0f2499a8540,,128.65.233.156,1100
bc14018e9b60,,78.29.187.3,1100
84948c6662e0,,78.29.156.99,1100
68b6fcec4470,,78.29.156.204,1100
0c473d10b0a0,,81.20.245.29,1030
84948cabbc60,,128.65.235.91,1200
f0f2494c5e90,,78.29.176.165,1100
84948c04f390,,78.29.177.153,1100
1cabc0dae7a0,,128.65.243.54,1100
1cabc0cf8c20,,128.65.250.29,1100
f0f24956a620,,128.65.252.105,1100
84948c65d420,,78.29.153.33,1100
1cabc0d7b980,,78.29.156.6,1200
2ca17d5df2a1,,78.29.156.45,1100
0c473d125cb0,,128.65.232.253,1100
84948cf82470,,78.29.145.93,1100
f0f24998d4f0,,128.65.242.85,1100
8c5bf07cc71a,,78.29.172.151,1100
a84e3f33bdf0,,78.29.151.206,1100
0c473d15f670,,128.65.241.162,1200
2ca17d6a76fb,,128.65.246.13,1100
1cabc0eea700,,78.29.189.188,1120
0c473d0c4090,,78.29.141.116,1200
bc1401b27720,,128.65.227.67,1100
2ca17d512341,,128.65.244.47,1120
0005caa07e60,,78.29.160.49,1100
0c473d152570,,78.29.170.54,1100
f0f249572aa0,,78.29.175.26,1100
bc14017375e0,,78.29.188.75,1100
84948ca804e0,,78.29.178.0,1100
4434a72cd8b2,,78.29.178.90,1200
0c473d155200,,78.29.143.170,1200
84948cf88bb0,,78.29.152.84,1100
bc1401056ed0,,128.65.245.53,1100
f0f2499a0880,,78.29.166.168,1100
0c473d0b4f60,,78.29.183.221,1200
bc1401a050e0,,78.29.188.108,1200
00fc8d664a40,,78.29.153.112,1100
84948c02f180,,78.29.144.243,1100
0005cab10db0,,78.29.151.222,1100
2ca17d6ce1cd,,81.20.244.81,1200
0005caacc5d0,,128.65.239.32,1100
2ca17d6ce13d,,128.65.246.66,1100
2ca17d64dddf,,78.29.168.47,1200
0c473d09fdb0,,78.29.182.240,1200
0c473d112ad0,,78.29.134.135,1100
0c473d107bb0,,128.65.228.11,1100
84948c0f2d50,,128.65.246.26,1200
a84e3f30bed0,,78.29.162.130,1200
0c473d11eb40,,78.29.187.249,1100
bc1401a89300,,78.29.128.174,1100
a84e3f1b53c0,,128.65.253.53,1100
68b6fc8f4e70,,78.29.166.42,1100
84948c9f3210,,78.29.168.181,1100
f0f2491a5350,,78.29.132.66,1100
bc4dfb5021c0,,78.29.155.118,1100
1cabc01e3810,,128.65.231.130,1200
0005caa77f40,,78.29.175.31,1001
8c5bf078a324,,78.29.185.148,1100
bc1401b033a0,,78.29.190.176,1100
f0f249c400a0,,78.29.191.212,1100
1cabc0cfc290,,81.20.250.130,1100
84948c0b8d30,,128.65.240.19,1100
84948ced39c0,,128.65.240.196,1100
84948c0f2ab0,,78.29.164.53,1010
bc14011a0620,,78.29.136.11,1100
1cabc0d7ba80,,78.29.156.91,1100
0c473d10ce20,,81.20.250.148,1030
f0f24998d730,,81.20.254.3,1100
00265b90ec20,,128.65.233.12,1100
0c473d16fee0,,128.65.233.220,1100
84948cf39640,,78.29.163.48,1100
0c473d0a8b90,,78.29.130.6,1100
0c473d0b5530,,81.20.249.95,1100
2ca17d6bbc3f,,128.65.247.56,1100
bc1401a57e10,,78.29.161.122,1100
84948c6a41c0,,78.29.170.204,1100
0c473d15a280,,78.29.140.81,1100
1cabc0d0cf20,,78.29.151.108,1100
00265b00fc80,,78.29.161.145,1100
84948cf7e5c0,,78.29.164.115,1200
84948cf1b4d0,,78.29.175.131,1100
788df707ca00,,78.29.143.254,1030
0c473d163700,,78.29.154.56,1060
0c473d0c35d0,,78.29.156.73,1200
84948c092640,,128.65.229.140,1100
0005ca939cf0,,128.65.242.106,1100
84948c03fe70,,78.29.164.27,1100
0c473d15aee0,,78.29.187.24,1100
788df70640f0,,78.29.189.107,1100
f0f249c881d0,,78.29.190.231,1100
84948c0a18a0,,78.29.157.242,1100
a84e3f345640,,78.29.190.104,1200
84948cf996e0,,78.29.144.52,1100
84948ca31490,,81.20.248.55,1100
a84e3f1be1b0,,128.65.227.157,1100
2ca17d64064b,,128.65.240.144,1200
0005cabd77b0,,78.29.171.212,1100
0005ca894ef0,,78.29.172.78,1100
a84e3f1a8fe0,,78.29.179.17,1100
68b6fce37440,,78.29.150.253,1100
0c473d11c0e0,,78.29.152.161,1100
0c473d119ce0,,78.29.154.98,1200
84948c66a650,,78.29.156.127,1200
2ca17d5ae3fb,,78.29.154.3,1200
f0f249c4a810,,81.20.248.10,1100
84948c0997b0,,81.20.252.36,1030
00265b84aff0,,81.20.253.166,1200
a84e3f19b390,,128.65.229.141,1100
84948ca622c0,,78.29.167.122,1100
a84e3f2ffdc0,,78.29.136.142,1100
f0f249c63410,,78.29.187.111,1100
2ca17d6478b1,,78.29.143.148,1100
bc1401a61eb0,,81.20.246.115,1100
68b6fc80cb40,,81.20.248.222,1100
68b6fc8e1010,,81.20.250.115,1200
0c473d1562c0,,81.20.250.165,1100
f0f249578c50,,128.65.248.227,1200
0c473d1249f0,,78.29.168.25,1100
f0f249c92fb0,,78.29.159.166,1030
84948c0ea5c0,,78.29.129.211,1030
8c5bf078cebc,,78.29.130.44,1120
68b6fcebd800,,81.20.255.74,1200
a84e3f199770,,128.65.236.115,1100
1cabc01ef950,,128.65.241.205,1100
84948c658870,,128.65.243.80,1100
84948cf4fef0,,78.29.163.131,1100
0005ca837710,,78.29.165.93,1100
0005caa05060,,78.29.146.226,1100
bc4dfb3ee880,,78.29.148.210,1030
00fc8d6d39c0,,78.29.158.40,1100
1cabc0d78fd0,,78.29.159.68,1200
bc4dfb511f50,,128.65.228.151,1100
bc1401b004b0,,128.65.232.81,1100
1cabc0d0ee30,,128.65.241.82,1100
a84e3f1bb360,,128.65.253.82,1200
1cabc0cf9280,,78.29.160.146,1100
a84e3f1bf5b0,,78.29.146.218,1200
bc1401677900,,128.65.244.180,1100
1cabc0de2f10,,78.29.166.208,1200
84948c037a40,,78.29.149.185,1030
a84e3f331510,,81.20.252.26,1100
68b6fc8f5750,,128.65.234.50,1100
84948c64eeb0,,78.29.161.188,1100
0005caa0b4c0,,78.29.129.221,1010
00fc8dceac30,,78.29.137.170,1100
1cabc0cd1c70,,128.65.234.60,1100
2ca17d6ac37b,,128.65.253.67,1200
1cabc0eeb4f0,,78.29.189.153,1100
4434a706ba4d,,78.29.128.34,1200
788df7058120,,78.29.142.216,1100
84948c0eba60,,78.29.187.91,1100
0005ca947210,,78.29.148.118,1100
84948c098010,,81.20.244.25,1200
2ca17d53d343,,81.20.249.38,1200
a84e3f197b10,,128.65.226.82,1100
1cabc0da3e70,,128.65.238.27,1200
1cabc0eef830,,128.65.244.225,1100
bc1401a053a0,,78.29.164.5,1100
f0f249c51130,,81.20.249.207,1030
00fc8d6a9d20,,81.20.250.35,1200
1cabc0ccc1b0,,128.65.250.33,1100
bc14019d5480,,78.29.162.25,1200
8c5bf076bdc6,,78.29.139.89,1200
a84e3f2e2b00,,78.29.139.152,1100
0005cab07ff0,,128.65.224.99,1100
f0f2499a5120,,78.29.174.200,1100
84948c9fd850,,78.29.175.54,1200
84948c6437e0,,78.29.183.202,1100
68b6fc5c7fb0,,78.29.133.192,1200
0c473d11d730,,78.29.137.142,1100
bc4dfb510630,,128.65.236.209,1100
f0f249c919e0,,128.65.241.48,1100
0c473d166170,,78.29.191.222,1100
00fc8dbef940,,78.29.158.127,1100
f0f2494b8f10,,78.29.134.96,1200
68b6fc5b8b70,,78.29.157.36,1100
a84e3f3163a0,,81.20.248.204,1200
68b6fc2f6d60,,128.65.226.103,1100
0c473d0a8490,,128.65.234.117,1100
00fc8d6b4070,,128.65.241.206,1100
84948ca8c2c0,,78.29.161.224,1100
bc1401a0bdd0,,78.29.166.35,1120
2ca17d7148b3,,78.29.158.194,1200
bc1401ae61c0,,128.65.252.151,1100
1cabc0eef800,,78.29.176.201,1100
68b6fcb2f8b0,,128.65.226.107,1200
0c473d14edc0,,128.65.227.236,1200
84948c7f6090,,128.65.229.12,1100
84948ca3b740,,128.65.229.127,1100
bc140105e3f0,,128.65.237.103,1100
84948c1013c0,,128.65.247.227,1100
a84e3f338050,,78.29.188.160,1200
1cabc0eeb9d0,,78.29.191.36,1100
84948ca624a0,,78.29.151.1,1200
84948c03b6a0,,78.29.158.159,1100
a84e3f349350,,78.29.141.86,1100
a84e3f352420,,78.29.148.2,1100
1cabc0ef5c80,,81.20.248.76,1100
84948cf94550,,81.20.252.237,1200
1cabc0dad730,,128.65.231.103,1100
1cabc0ddf3c0,,128.65.241.117,1100
f0f249c4ce20,,78.29.184.10,1200
f0f2491ab2b0,,78.29.137.191,1100
2ca17d73c051,,78.29.154.106,1100
2ca17d577417,,78.29.156.43,1200
0c473d0ad080,,78.29.132.153,1100
0005ca8aa750,,78.29.136.39,1100
2ca17d664735,,81.20.252.184,1100
bc140167f3a0,,78.29.160.63,1010
2ca17d5d7423,,78.29.167.216,1200
0c473d109910,,78.29.171.210,1010
2ca17d67a0dd,,78.29.178.189,1100
f0f2491a47b0,,78.29.128.208,1100
0c473d159350,,78.29.143.123,1100
84948cf1ce40,,78.29.151.176,1200
0005ca9327c0,,78.29.175.92,1100
00fc8d69d910,,78.29.184.58,1100
84948c071280,,81.20.245.54,1100
bc14019ff530,,81.20.245.144,1100
a84e3f3319f0,,81.20.250.228,1200
2ca17d68f311,,128.65.239.162,1200
84948cf814b0,,128.65.244.216,1200
a84e3f315c50,,78.29.169.172,1100
0c473d161690,,78.29.185.229,1100
bc1401a03ea0,,78.29.128.87,1100
1cabc0cf5550,,78.29.157.158,1100
bc1401c89dc0,,78.29.157.243,1100
f0f249c3ee90,,128.65.244.198,1100
4434a72ce122,,78.29.178.94,1100
2ca17d6b8783,,78.29.184.36,1200
84948caa96e0,,78.29.129.226,1100
a84e3f288820,,78.29.140.116,1100
0c473d14f2b0,,78.29.170.31,1100
84948c7ba4f0,,78.29.185.217,1100
a84e3f33ee50,,128.65.225.170,1100
84948cee5c50,,128.65.228.153,1100
84948cf79760,,128.65.229.23,1100
1cabc020c790,,128.65.229.231,1100
bc14011ba420,,128.65.231.113,1100
1cabc0204870,,128.65.246.18,1100
a84e3f30b810,,78.29.132.154,1100
788df706c1c0,,78.29.145.158,1200
84948c067de0,,78.29.139.96,1100
f0f249585130,,78.29.148.122,1100
68b6fc8f36a0,,81.20.250.30,1100
84948c06f4a0,,81.20.254.41,1100
2ca17d645b4d,,128.65.252.128,1100
2ca17d6a79cb,,128.65.254.37,1100
4434a70653ed,,78.29.173.236,1200
84948cf702f0,,78.29.138.128,1120
7c26343a797a,,81.20.245.215,1100
bc1401a4c9f0,,81.20.253.41,1100
0005caab9270,,78.29.168.111,1100
84948c7d18b0,,78.29.173.59,1200
a84e3f2e8a80,,128.65.236.78,1100
4434a7094a1b,,78.29.162.180,1200
4434a705ce55,,78.29.169.60,1200
00fc8d6dd7c0,,78.29.129.26,1100
bc14019dacc0,,78.29.132.85,1100
2ca17d6b8f75,,81.20.244.221,1200
2ca17d67c927,,78.29.177.185,1030
f0f24997af40,,78.29.156.42,1100
0c473d15bfb0,,78.29.135.237,1120
84948c091e30,,81.20.249.200,1200
a84e3f311560,,128.65.241.34,1200
0005cac5f400,,78.29.164.127,1100
84948cf90c00,,78.29.172.42,1100
0005caabe6b0,,78.29.189.183,1100
84948c7c5ba0,,78.29.190.206,1100
0005ca933c90,,78.29.145.45,1100
f0f2499938e0,,78.29.150.80,1100
bc14019f70d0,,81.20.250.147,1200
00fc8d6c2260,,81.20.254.109,1120
84948cab1980,,128.65.240.57,1100
f0f249574310,,128.65.243.10,1100
788df7065da0,,78.29.162.252,1100
a84e3f2ddbc0,,78.29.165.5,1100
84948cf967f0,,78.29.141.235,1100
a84e3f2f7110,,78.29.146.186,1100
0c473d11a2b0,,81.20.244.57,1100
0c473d10d720,,78.29.166.232,1100
0005cabdf630,,78.29.168.58,1100
00265b8aaa10,,78.29.129.247,1060
1cabc0d77830,,78.29.138.21,1100
68b6fc8e9d80,,78.29.141.220,1100
84948c067f30,,78.29.141.53,1200
4434a72cec74,,78.29.150.236,1100
84948cee1d70,,128.65.238.22,1100
bc1401c89b00,,128.65.241.114,1100
0005ca948830,,78.29.167.22,1100
0c473d1639b0,,78.29.170.5,1100
1cabc0ef0500,,78.29.129.20,1100
84948cf20b50,,78.29.140.21,1200
2ca17d5e090f,,78.29.153.103,1100
f0f249575560,,78.29.159.77,1100
1cabc0cb84d0,,128.65.227.171,1100
a84e3f1bf6d0,,128.65.237.18,1100
68b6fce39de0,,78.29.172.116,1100
2ca17d6ee87f,,78.29.187.143,1100
a84e3f2b6310,,78.29.188.214,1100
e8825baf24b9,,78.29.141.46,1200
84948c8184d0,,81.20.244.34,1100
2ca17d57f109,,81.20.246.50,1100
0c473d118d00,,128.65.240.220,1200
84948c667fb0,,128.65.254.243,1100
2ca17d53d0f1,,78.29.170.24,1100
bc4dfb5166b0,,78.29.154.129,1100
1cabc0eefa10,,78.29.155.15,1200
788df70611f0,,81.20.247.19,1100
00fc8dbf0660,,81.20.252.230,1100
a84e3f2b1840,,128.65.226.77,1100
2ca17d5e06ab,,78.29.184.131,1200
84948cf20f90,,78.29.189.31,1100
0c473d0c8e70,,78.29.148.17,1030
00fc8d66e740,,78.29.145.40,1100
f0f249c88520,,78.29.153.178,1100
bc140166a830,,81.20.252.170,1100
0c473d150ab0,,78.29.160.92,1200
bc1401ae6110,,78.29.161.26,1100
0c473d0b3e80,,78.29.183.237,1100
84948ca3d8a0,,78.29.188.170,1200
8c5bf076bc28,,78.29.190.88,1200
a84e3f286e70,,78.29.155.254,1100
a84e3f35dcc0,,78.29.145.133,1100
0005ca93f560,,78.29.148.89,1100
bc1401add640,,81.20.244.170,1200
a84e3f2e76e0,,128.65.242.7,1100
bc4dfb503fb0,,128.65.255.92,1100
2ca17d5f5b67,,78.29.176.133,1100
84948cf9c610,,78.29.185.70,1100
0005caac9640,,78.29.143.89,1100
0005caab83d0,,78.29.173.71,1100
f0f24959cac0,,78.29.183.223,1100
84948caabf50,,128.65.224.173,1100
00fc8d6de070,,128.65.226.247,1100
00265b021070,,128.65.230.106,1100
0005caaa52c0,,128.65.233.253,1100
a84e3f1a55d0,,128.65.255.125,1100
f0f24999ab10,,78.29.171.173,1100
1cabc0d06540,,78.29.128.33,1200
1cb0449230fe,,78.29.147.234,3020
84948c7d0b70,,78.29.148.167,1100
84948c686820,,81.20.251.156,1100
2ca17d50dfaf,,128.65.231.87,1100
0005ca8f73b0,,78.29.187.104,1100
1cabc0df4570,,81.20.255.172,1030
f0f249c841a0,,128.65.240.205,1100
68b6fceca670,,78.29.187.78,1100
1cabc0cd2b00,,78.29.153.37,1100
84948c66ba90,,128.65.230.117,1030
00fc8d6d3a20,,78.29.162.21,1100
68b6fc859610,,78.29.191.70,1100
0005cac50a30,,78.29.128.205,1100
a84e3f1b8fb0,,81.20.248.206,1100
84948c0384f0,,78.29.169.51,1100
84948c9ff3a0,,78.29.190.249,1100
001f33a86c00,,78.29.128.42,1010
bc1401c90e60,,128.65.232.11,1100
f0f249c900e0,,128.65.245.162,1200
788df7058540,,78.29.160.103,1200
84948ced5210,,78.29.161.150,1100
a84e3f351850,,78.29.173.207,1100
0c473d0a37f0,,78.29.185.30,1100
00fc8d6ddc60,,78.29.128.242,1100
0c473d1660e0,,128.65.254.126,1100
bc1401a7b730,,78.29.169.225,1200
bc1401a453d0,,78.29.149.26,1100
84948c0ff710,,78.29.190.49,1100
8c5bf076d314,,78.29.191.170,1100
84948cf08c70,,128.65.232.67,1100
bc140166a270,,128.65.244.196,1100
84948c074f80,,128.65.250.3,1100
bc1401af3a50,,78.29.173.35,1100
8c5bf076c5ca,,78.29.177.95,1200
bc1401669a50,,78.29.189.251,1200
f0f249c50d40,,78.29.191.246,1100
2ca17d6c3abd,,78.29.142.137,1200
84948cf8b6b0,,78.29.152.196,1200
0c473d0a4730,,78.29.159.201,1100
a84e3f1bdec0,,78.29.139.169,1100
84948c0ba3e0,,78.29.144.78,1100
84948cf7eed0,,81.20.248.23,1200
84948cf3bbe0,,81.20.254.255,1100
a84e3f1afb00,,128.65.226.178,1200
1cabc0cbc0c0,,128.65.250.150,1100
0c473d0bf580,,78.29.173.38,1100
00fc8d698d30,,78.29.134.172,1100
a84e3f2e7560,,78.29.174.109,1200
0c473d11e9f0,,78.29.175.40,1100
00265b16dda0,,78.29.184.209,1100
2ca17d6a3627,,78.29.143.21,1200
84948cedbdf0,,78.29.149.149,1100
a84e3f34ba50,,128.65.230.157,1200
001e69725e58,,78.29.173.197,1005
bc4dfb50cdf0,,78.29.149.146,1100
f0f249c3c6a0,,128.65.225.156,1200
a84e3f1b5090,,128.65.241.204,1100
f0f2499a9020,,128.65.248.103,1100
0c473d11cd90,,78.29.176.188,1200
2ca17d6b76d9,,78.29.140.50,1100
a84e3f339490,,78.29.147.134,1100
00fc8d6a5720,,78.29.187.126,1100
68b6fcebec40,,78.29.135.52,1200
f0f2494ca640,,81.20.255.233,1100
84948c659f80,,78.29.164.198,1100
a84e3f33a780,,78.29.167.67,1100
68b6fc8e1b30,,78.29.167.174,1100
f0f24959df50,,78.29.168.24,1120
788df705eab0,,78.29.185.136,1100
f0f2494b78a0,,78.29.135.100,1200
a84e3f33d870,,78.29.157.212,3020
84948c0ebb70,,128.65.247.81,1100
84948cf7ee50,,128.65.255.30,1200
a84e3f314720,,78.29.179.92,1100
84948cf81db0,,78.29.139.173,1100
0005ca83bcb0,,78.29.141.17,1100
bc1401a47b90,,78.29.151.230,1100
bc14018ceb00,,128.65.225.190,1100
0005cac50cf0,,128.65.227.220,1100
f0f249940c90,,128.65.233.17,1100
84948cac53e0,,128.65.233.240,1020
00fc8dbc8480,,78.29.190.1,1030
bc1401a531b0,,78.29.145.44,1100
2ca17d57e7d3,,81.20.250.180,1100
68b6fceada10,,78.29.184.220,1100
0c473d154970,,78.29.137.114,1100
a84e3f1a33d0,,78.29.146.82,1100
1cabc0eefb70,,78.29.154.116,1200
2ca17d6c351d,,81.20.246.3,1200
84948cf30f50,,128.65.227.214,1100
0c473d10ffb0,,128.65.254.199,1100
0005ca94d590,,78.29.161.196,1100
bc4dfb3ef560,,78.29.149.137,1100
68b6fc5b6dc0,,81.20.255.10,1100
bc1401c8f080,,78.29.162.158,1100
84948c7cc150,,78.29.173.122,1200
bc4dfb508990,,78.29.190.92,1100
0c473d0bcf10,,78.29.133.235,1100
84948c65a970,,78.29.149.4,1100
0005cabeb6b0,,78.29.147.121,1100
00265b188630,,128.65.225.100,1100
bc1401a4b100,,128.65.247.236,1100
7c26343d458a,,78.29.187.208,1100
1cabc01e25f0,,78.29.189.168,1100
bc14011d0a60,,78.29.140.217,1100
84948c05d770,,78.29.143.234,1030
0c473d0a60e0,,78.29.144.150,1200
84948cabe5e0,,78.29.146.183,1100
788df7076ba0,,128.65.224.132,1100
00fc8d6c8e90,,128.65.224.174,1060
bc1401b00500,,128.65.230.113,1100
bc1401c8c550,,128.65.239.98,1200
788df7083d40,,78.29.161.136,1100
0c473d116ec0,,78.29.162.199,1100
2ca17d7025d1,,78.29.157.160,1200
2ca17d664bb5,,81.20.252.232,1200
00fc8d6b3620,,128.65.244.142,1100
0005ca889b50,,78.29.169.142,1100
2ca17d73c9cf,,78.29.139.46,1200
001e6971ffae,,78.29.147.130,1010
bc4dfb5115e0,,128.65.225.39,1100
0c473d0a3c90,,78.29.166.197,1200
4434a72cddc2,,78.29.175.218,1100
00265b56fa10,,78.29.135.48,1060
00fc8dbee850,,78.29.143.90,1100
84948ca77100,,81.20.244.117,1120
bc4dfb507430,,81.20.251.45,1100
0c473d12a350,,128.65.224.175,1100
a84e3f196cf0,,128.65.248.167,1100
84948c641350,,78.29.182.170,1020
